iter	Logloss
399	0.2611920697
400	0.2611102484
401	0.2610378974
402	0.2609425518
403	0.2608921355
404	0.260809384
405	0.2607693342
406	0.2606953147
407	0.2606296076
408	0.2605317214
409	0.2604772643
410	0.2604162544
411	0.2603720698
412	0.2603098054
413	0.2602476438
414	0.2601830234
415	0.260015144
416	0.2599365193
417	0.2598717609
418	0.2598129636
419	0.2597535335
420	0.2596523002
421	0.259588922
422	0.2595156442
423	0.2594129492
424	0.2593274222
425	0.259240725
426	0.2591745428
427	0.259082027
428	0.2590189215
429	0.2589376562
430	0.2588907758
431	0.2588165913
432	0.258779181
433	0.2587148032
434	0.2586463851
435	0.2585686484
436	0.258501686
437	0.2584131047
438	0.2583437871
439	0.258298685
440	0.2582311274
441	0.2581844362
442	0.2581466327
443	0.2580788372
444	0.2580111678
445	0.2579584765
446	0.2578938616
447	0.2578278768
448	0.25772512
449	0.2575782677
450	0.2574957304
451	0.2574310261
452	0.2574008121
453	0.2573497274
454	0.2572904386
455	0.2572305027
456	0.2571771147
457	0.2571323504
458	0.2570779338
459	0.2570023689
460	0.2569418751
461	0.2568820158
462	0.256809088
463	0.2567221082
464	0.2566469493
465	0.2565560893
466	0.2565082752
467	0.2564743983
468	0.2564031012
469	0.2562724196
470	0.2562254471
471	0.2561939804
472	0.2561256382
473	0.2560783572
474	0.2559827822
475	0.255919616
476	0.255880172
477	0.2558042729
478	0.2557471108
479	0.2556326133
480	0.2555815679
481	0.2554874581
482	0.2553845111
483	0.2553266367
484	0.2552490515
485	0.2551886779
486	0.2551415856
487	0.2550962499
488	0.255025456
489	0.2549871675
490	0.2549287741
491	0.2548543283
492	0.2547860055
493	0.2547493314
494	0.2546825103
495	0.2545929983
496	0.2545224443
497	0.2544665605
498	0.2543484422
499	0.2543138089
500	0.2542779054
501	0.2542312539
502	0.2541614546
503	0.2541176011
504	0.2540346299
505	0.2539621225
506	0.2539101217
507	0.2538147217
508	0.2537776699
509	0.2537262727
510	0.2536921174
511	0.2536546522
512	0.2536063533
513	0.2535548532
514	0.2534505025
515	0.2533830532
516	0.2533289611
517	0.253272187
518	0.2532429561
519	0.2532127463
520	0.2531849081
521	0.2531168733
522	0.2530512914
523	0.2529849574
524	0.2529332833
525	0.2528623127
526	0.2527983084
527	0.2527501617
528	0.2526791456
529	0.2526016443
530	0.2525563667
531	0.2524978506
532	0.2524407834
533	0.2524090479
534	0.2523272146
535	0.2522712173
536	0.2522026912
537	0.2521354171
538	0.2520763154
539	0.2520377032
540	0.251983075
541	0.251928854
542	0.2518596958
543	0.251806923
544	0.2517537513
545	0.2516891758
546	0.2516065685
547	0.2515160799
548	0.2514489423
549	0.2514195118
550	0.2513658329
551	0.2513097737
552	0.2512410741
553	0.251185481
554	0.2511362193
555	0.2510715911
556	0.2510158704
557	0.2509628224
558	0.2508897299
559	0.2508280078
560	0.2507651057
561	0.2506970114
562	0.2506483292
563	0.250582042
564	0.2505290363
565	0.2504615806
566	0.2504128339
567	0.2503664542
568	0.2503110798
569	0.2502492419
570	0.2502042345
571	0.2501347703
572	0.2500708488
573	0.2500255983
574	0.2499761732
575	0.2499095843
576	0.2498406099
577	0.2497926513
578	0.2497497973
579	0.2496552511
580	0.2495826167
581	0.2495289663
582	0.249454013
583	0.2494092763
584	0.2493480897
585	0.2492547485
586	0.2492283409
587	0.2491370353
588	0.2490953956
589	0.2490324255
590	0.2489705966
591	0.2489125859
592	0.2488601019
593	0.2487794202
594	0.2487382942
595	0.2486967231
596	0.248660332
597	0.2486090384
598	0.2485629154
599	0.2485124943
600	0.2484864217
601	0.2484065334
602	0.2483800307
603	0.2483534408
604	0.2482725864
605	0.2482230481
606	0.2481571432
607	0.2480826095
608	0.2480126399
609	0.2479615796
610	0.2479288989
611	0.2479018739
612	0.2478224141
613	0.2477613112
614	0.2476770016
615	0.2476126965
616	0.2475572026
617	0.2474982292
618	0.2474441495
619	0.2473716373
620	0.2473229581
621	0.2472702736
622	0.2472020296
623	0.2471519611
624	0.2471087163
625	0.2470471582
626	0.2470029344
627	0.2469748034
628	0.2469094991
629	0.2468472897
630	0.2468061995
631	0.2467678963
632	0.2466990211
633	0.246641147
634	0.246574927
635	0.2465183428
636	0.2464826565
637	0.2464423156
638	0.2463916072
639	0.2463516336
640	0.2462972742
641	0.2462382424
642	0.246191414
643	0.246170955
644	0.2461416184
645	0.2460783723
646	0.2460423581
647	0.2459802851
648	0.245920599
649	0.2458782574
650	0.245837643
651	0.2458017659
652	0.2457548614
653	0.2456844685
654	0.2456249965
655	0.2455652077
656	0.2455071221
657	0.245441355
658	0.2454035663
659	0.2453567904
660	0.2453131395
661	0.2452593428
662	0.245196143
663	0.2451606697
664	0.2451059481
665	0.2450607366
666	0.2450094217
667	0.2449538983
668	0.2449060211
669	0.2448689295
670	0.2448036005
671	0.244747715
672	0.2446832209
673	0.2446119342
674	0.2445769361
675	0.2445464257
676	0.2445194922
677	0.2444758784
678	0.2444354974
679	0.244356648
680	0.2443198383
681	0.2442534896
682	0.2442062738
683	0.2441504398
684	0.2441077042
685	0.2440468777
686	0.2440101879
687	0.2439729347
688	0.2439402051
689	0.2439020974
690	0.2438515891
691	0.24377982
692	0.2437291137
693	0.2436678652
694	0.2436379036
695	0.243560408
696	0.2434871039
697	0.2434307447
698	0.2433733533
699	0.2433272528
700	0.2432895274
701	0.243250891
702	0.2432320268
703	0.2431801717
704	0.2431391353
705	0.2431008093
706	0.2430255122
707	0.2429650311
708	0.2429322457
709	0.2428610722
710	0.2428340758
711	0.2428035014
712	0.242756263
713	0.2426950256
714	0.2426319555
715	0.2425754537
716	0.2424997717
717	0.2424638588
718	0.242427339
719	0.242370064
720	0.2423216748
721	0.2422708005
722	0.2422109797
723	0.2421525401
724	0.2420946101
725	0.2420476307
726	0.2420147223
727	0.2419850879
728	0.2419463095
729	0.2419137415
730	0.2418909638
731	0.2418563443
732	0.2418081204
733	0.2417738657
734	0.2417283447
735	0.2416827092
736	0.24165106
737	0.2416131762
738	0.241564772
739	0.2415105969
740	0.2414791769
741	0.2414165505
742	0.2413706124
743	0.2412759601
744	0.241235948
745	0.2411634537
746	0.2411422618
747	0.2411183876
748	0.241064164
749	0.2410410765
750	0.2409947436
751	0.2409196707
752	0.2408986676
753	0.2408567667
754	0.2408014253
755	0.2407463435
756	0.2406949759
757	0.2406680983
758	0.2406091662
759	0.2405691415
760	0.240506264
761	0.2404629446
762	0.2404325665
763	0.2403800121
764	0.2403377396
765	0.2402990711
766	0.2402679213
767	0.240200173
768	0.2401345341
769	0.2401131152
770	0.2400710345
771	0.2400145713
772	0.2399727655
773	0.2399293759
774	0.2398473818
775	0.2397894126
776	0.2397249384
777	0.2396976254
778	0.2396389156
779	0.2395903825
780	0.2395520508
781	0.239508058
782	0.2394561722
783	0.2394088614
784	0.2393681606
785	0.2393372135
786	0.2392980675
787	0.2392471884
788	0.2392164483
789	0.2391684826
790	0.2391243566
791	0.2390899004
792	0.2390605641
793	0.2390163362
794	0.23898803
795	0.2389424278
796	0.2389202643
797	0.2388612094
798	0.2388045498
799	0.2387444035
800	0.2387080975
801	0.2386505655
802	0.238584345
803	0.238543735
804	0.2384942808
805	0.238445482
806	0.2384248594
807	0.2383508295
808	0.2383092546
809	0.2382545789
810	0.2382229043
811	0.2381545267
812	0.2381251859
813	0.2380809112
814	0.2380250953
815	0.237988279
816	0.2379410549
817	0.2379026367
818	0.237859371
819	0.2378310906
820	0.2377949779
821	0.2377053326
822	0.2376155455
823	0.2375306815
824	0.2374770829
825	0.2374186758
826	0.2373796758
827	0.2373227433
828	0.237289138
829	0.2372566867
830	0.2372142404
831	0.2371620016
832	0.2371146981
833	0.2370564569
834	0.2370085413
835	0.2369894163
836	0.2369636425
837	0.2369157136
838	0.2368853826
839	0.23685578
840	0.2368143988
841	0.2367690735
842	0.2367409624
843	0.2367016318
844	0.236659851
845	0.2366169542
846	0.2365657211
847	0.2365521273
848	0.236503863
849	0.2364562904
850	0.2364019692
851	0.2363573025
852	0.2362918504
853	0.2362767654
854	0.2362309198
855	0.2361828088
856	0.2361205112
857	0.236079504
858	0.2360167158
859	0.2359662623
860	0.2359034883
861	0.2358563043
862	0.235836413
863	0.2357771521
864	0.2357687151
865	0.2356854896
866	0.2356489677
867	0.2355991194
868	0.2355631596
869	0.235507077
870	0.2354675019
871	0.2354357145
872	0.2354085064
873	0.2353773837
874	0.2353505839
875	0.2353241621
876	0.235298942
877	0.2352468795
878	0.2352071461
879	0.2351632261
880	0.2351112502
881	0.2350638795
882	0.2349877318
883	0.2349531546
884	0.2348992918
885	0.2348556344
886	0.2348132065
887	0.234755903
888	0.2346873503
889	0.2346042942
890	0.2345712655
891	0.2344853293
892	0.2344429175
893	0.23441711
894	0.2343726575
895	0.2343372996
896	0.234306644
897	0.2342358914
898	0.2341918253
899	0.2341456299
900	0.2340895256
901	0.2340563192
902	0.2340239085
903	0.2339740197
904	0.2339337916
905	0.2338768112
906	0.233800823
907	0.2337400946
908	0.2337039992
909	0.233631279
910	0.2335989399
911	0.2335304618
912	0.2334820358
913	0.2334485924
914	0.2334170685
915	0.2333881899
916	0.2333144491
917	0.2332861897
918	0.233250802
919	0.2332192098
920	0.2331815858
921	0.2331572222
922	0.2330934936
923	0.2330265571
924	0.2329930967
925	0.2329384832
926	0.2328914001
927	0.2328437453
928	0.232798696
929	0.2327328064
930	0.23267222
931	0.2326425626
932	0.232602296
933	0.2325630905
934	0.2325349884
935	0.232503474
936	0.2324706735
937	0.2324191689
938	0.2323790957
939	0.2323404158
940	0.2322899448
941	0.2322290442
942	0.2321630418
943	0.2321487076
944	0.2321157697
945	0.232065914
946	0.2320267321
947	0.2320025061
948	0.2319665888
949	0.2319065058
950	0.2318673324
951	0.2318446817
952	0.2317924509
953	0.2317411475
954	0.2316824352
955	0.2316447425
956	0.2316101516
957	0.2315649879
958	0.2315263506
959	0.2314630505
960	0.2314157305
961	0.2313644351
962	0.2313147372
963	0.2312742242
964	0.2312395091
965	0.2311893184
966	0.2311442882
967	0.2310960179
968	0.2310478379
969	0.2310138785
970	0.2309607397
971	0.2309492749
972	0.230910335
973	0.2308627733
974	0.2308111917
975	0.2307706358
976	0.2307182814
977	0.2306698711
978	0.2306251574
979	0.2305986119
980	0.2305667479
981	0.2305330459
982	0.2304957815
983	0.2304407798
984	0.2303979339
985	0.2303434977
986	0.2302812986
987	0.2302289438
988	0.2301650106
989	0.2301118878
990	0.2300754631
991	0.2300371937
992	0.2299641531
993	0.2299306221
994	0.2298936554
995	0.229850917
996	0.2298018847
997	0.2297620851
998	0.2297106615
999	0.2296750976
